ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_orgUnitCode;dhis_periode;dhis_typePeriode;dhis_promptitude;dhis_reference;dhis_dataSetName;dhis_dataSetId;dhis_dataElementName;dhis_dataElementId;dhis_categorieComboName;dhis_categorieComboId;dhis_categorieComboOptionName;dhis_categorieComboOptionId;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;10;Enfant malnutris;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;11;A.4.1.1. Mesure du PB Vert;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.1. Mesure du PB Vert;mVUhE8KhSGF;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;12;A.4.1.2. Mesure du PB Nouveaux cas jaune;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.2. Mesure du PB Nouveaux cas jaune;CoJNbZWg06F;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;13;A.4.1.3. Mesure du PB Anciens cas jaune;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.3. Mesure du PB Anciens cas jaune;TIQSvKucsI6;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;14;A.4.1.4. Mesure du PB Nouveaux cas rouge;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.4. Mesure du PB Nouveaux cas rouge;h7VDD4PdvWX;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;15;A.4.1.5. Mesure du PB Anciens cas rouge;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.5. Mesure du PB Anciens cas rouge;ic9wzOjJez0;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;16;A.4.1.6. Présence d’oedème;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.6. Présence d’oedème;reYicVdQPIu;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;17;Enfant malnutris;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;18;A.4.1.1. Mesure du PB Vert;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.1. Mesure du PB Vert;mVUhE8KhSGF;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;19;A.4.1.2. Mesure du PB Nouveaux cas jaune;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.2. Mesure du PB Nouveaux cas jaune;CoJNbZWg06F;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;20;A.4.1.3. Mesure du PB Anciens cas jaune;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.3. Mesure du PB Anciens cas jaune;TIQSvKucsI6;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;21;A.4.1.4. Mesure du PB Nouveaux cas rouge;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.4. Mesure du PB Nouveaux cas rouge;h7VDD4PdvWX;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;22;A.4.1.5. Mesure du PB Anciens cas rouge;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.5. Mesure du PB Anciens cas rouge;ic9wzOjJez0;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;23;A.4.1.6. Présence d’oedème;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.1.6. Présence d’oedème;reYicVdQPIu;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;24;Enfant malnutris;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;25;A.4.2.1. Enfant malnutri Perdus de vue;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;26;A.4.2.2. Enfant malnutri Perdus de vue retrouvés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;27;A.4.2.1. Enfant malnutri Perdus de vue;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.2.1. Enfant malnutri Perdus de vue;boZyIN7UvcH;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;28;A.4.2.2. Enfant malnutri Perdus de vue retrouvés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.2.2. Enfant malnutri Perdus de vue retrouvés;tXHWyAIYK2I;;;12-23 mois;sDzXXRyqxC8;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;29;A.4.2.1. Enfant malnutri Perdus de vue;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.2.1. Enfant malnutri Perdus de vue;boZyIN7UvcH;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;30;A.4.2.2. Enfant malnutri Perdus de vue retrouvés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.4.2.2. Enfant malnutri Perdus de vue retrouvés;tXHWyAIYK2I;;;24-59 mois;vvEYVB3X2r7;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;31;A.5.1.1. Perdus de vue;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;A.5.1.1. Perdus de vue;hZGtws0u0bZ;;;0-11 mois;DHXy2yVYVkq;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;32;Perdus de vue retrouvés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;33;A.5.1.1. Perdus de vue;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
15;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;rapactvt3;34;Perdus de vue retrouvés;;;;;;RMA Agrégé Communautaire;dr47BUiECZJ;;;;;;;;;;;;;;
