ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_eventName;dhis_eventId;dhis_eventOrgUnitCode;dhis_eventDate;dhis_eventDataElementName;dhis_eventDataElementId;dhis_valueUnique;dhis_assignValue;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;10;Artésunate rectal 50mg;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.7 Artesunate rectal 50mg;mAxCBjMDS2d;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;11;Artésunate rectal 100mg;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.8 Artesunate rectal 100mg;oU6XAVIG2jN;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;12;Amoxiciline Dispersible 250 Mg;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.10 Amoxicilline dispersible250 mg;z2jmkfs0fhP;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;13;Sulfadoxine pyriméthamine;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.11 Sulfadoxine pyrimethamine;I7I6CdSQ2LY;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;14;Fer acide folique;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.12 Fer acide folique;GXGOBMCsZrQ;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;15;Micronutriments multiples (MMS);Gestion intrant;XzFxUYlBIkN;;;Indiv_1.13 Micronutriments multiples;UcaofPxKeEU;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;16;Poudre de micronutiments multiples (MNP);Gestion intrant;XzFxUYlBIkN;;;Indiv_1.14 Poudre de micronutriments multiples;lQcjxtYF8RP;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;17;Contraceptif oraux combiné (COC);Gestion intrant;XzFxUYlBIkN;;;Indiv_1.16 Contraceptifs oraux combines (COC);UppDy4iH3EG;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;18;Contraceptif oraux progestatif (COP);Gestion intrant;XzFxUYlBIkN;;;Indiv_1.17 Contraceptifs oraux progestatifs (COP);lqcdVMYjsSd;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;19;Condom masculin;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.18 Condom masculin;MnVHMMxmKMT;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;20;Condom feminin;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.19 Condom feminin;O6rwNAgL2f6;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;21;Sayana Press;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.20 DMPA sc (Sayana press);kixMwkOsAJl;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;22;TDR pour paludisme;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.21 TDR pour Paludisme;AUcaAk5d95k;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;23;Kit SRO/ZINC;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.15 Kit sro zinc;itdMNg2ML4I;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;24;Code Opération;Gestion intrant;XzFxUYlBIkN;;;Code Opération;QEpj5yfYAej;oui;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;pertstock;;;Gestion intrant;XzFxUYlBIkN;;;1. Type d'opération;k3StAHJLRVj;;4;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;1;Code ASBC;Gestion intrant;XzFxUYlBIkN;oui;;;;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;2;date de l'operation;Gestion intrant;XzFxUYlBIkN;;oui;;;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;3;Contraceptif oraux combiné (COC);Gestion intrant;XzFxUYlBIkN;;;Indiv_1.16 Contraceptifs oraux combines (COC);UppDy4iH3EG;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;4;Contraceptif oraux progestatif (COP);Gestion intrant;XzFxUYlBIkN;;;Indiv_1.17 Contraceptifs oraux progestatifs (COP);lqcdVMYjsSd;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;5;Condom masculin;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.18 Condom masculin;MnVHMMxmKMT;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;6;Condom feminin;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.19 Condom feminin;O6rwNAgL2f6;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;7;Sayana Press;Gestion intrant;XzFxUYlBIkN;;;Indiv_1.20 DMPA sc (Sayana press);kixMwkOsAJl;;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;8;Code Opération;Gestion intrant;XzFxUYlBIkN;;;Code Opération;QEpj5yfYAej;oui;;;;;;;;;;;;;
7;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;diststock;;;Gestion intrant;XzFxUYlBIkN;;;1. Type d'opération;k3StAHJLRVj;;5;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;1;Code ASBC;Surveillance épidémiologique;w7d5BQNFPrF;oui;;;;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;2;date de l'operation;Surveillance épidémiologique;w7d5BQNFPrF;;oui;;;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;3;Cas de Rougeole;Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 01. Cas de Rougeole;LmIrc3qlpHE;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;4;Cas de Diarrhée sanguinolente (avec sang dans les selles);Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 02. Cas de Diarrhée sanguinolente (avec sang dans les selles);pOzwjxZO3VM;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;5;Cas de Tétanos néonatal;Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 03. Cas de Tétanos néonatal;jWuQEOQHJV7;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;6;Cas de Méningite;Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 04. Cas de Méningite;WJorV9wFAHV;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;7;Cas de PFA;Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 05. Cas de PFA;q53qhiTnmF1;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;8;Cas d’Ictère fébrile;Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 06. Cas d’Ictère fébrile;TaFzbgk8brQ;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;9;Cas de Dracunculose (ver de guinée);Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 07. Cas de Dracunculose (ver de guinée);CI967YRN8T8;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;10;Cas de Choléra;Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 08. Cas de Choléra;tItQtRYOyhe;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;11;Cas de Maladie à virus Ebola (MVE);Surveillance épidémiologique;w7d5BQNFPrF;;;SurVMal. 09. Cas de Maladie à virus Ebola (MVE);xzFH8rqCPLl;;;;;;;;;;;;;;
8;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survmal;12;Code opération;Surveillance épidémiologique;w7d5BQNFPrF;;;Code Opération;QEpj5yfYAej;oui;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;1;Code ASBC;Surveillance basée sur les évènements;bpmE6dMM37h;oui;;;;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;2;date de l'operation;Surveillance basée sur les évènements;bpmE6dMM37h;;oui;;;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;3;Une (01) personne ou plus atteintes de fièvre et de toux sévère (absentéisme ou hospitalisation);Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.1. Une (01) personne ou plus atteintes de fièvre et de toux sévère (absentéisme ou hospitalisation);nEzbdWAHM4H;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;4;Le décès ou maladie d’une personne moins d’une semaine après son arrivée d’un voyage hors du pays ou à l’intérieur du pays;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.2. Le décès ou maladie d’une personne moins d’une semaine après son arrivée d’un voyage hors du pays ou à l’intérieur du pays;IUBaxIxAMcF;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;5;Un (01) ou plusieurs décès survenus dans le village causés par une infection respiratoire chez les personnes qui ont des contacts avec des animaux ou pas.;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.3. Un (01) ou plusieurs décès survenus dans le village causés par une infection respiratoire chez les personnes qui ont des contacts avec des animaux ou pas;Rl2g5ic8udF;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;6;Toute condition médicale atypique du fait de sa fréquence et/ou de sa présentation clinique, y compris les malformations congénitales et les faiblesses musculaires chez des enfants.;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.4. Toute condition médicale atypique du fait de sa fréquence et/ou de sa présentation clinique, y compris les malformations congénitales et les faiblesses musculaires chez des enfants;tysCJwn05qo;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;7;Décès inexpliqué d’un agent de la santé, des ressources animales, de l’environnement, de l’agriculture, d’un ASBC/VVV/ Ecogardes / Pisteurs, d’un tradipraticien de santé/animateur endogène.;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.5. Décès inexpliqué d’un agent de la santé, des ressources animales, de l’environnement, de l’agriculture, d’un ASBC/VVV/ Ecogardes / Pisteurs, d’un tradipraticien de santé/animateur endogène;PyrvMv7G9ZV;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;8;Deux (02) décès inexpliqués ou plus dans la même semaine, parmi un groupe de personnes;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.6. Deux (02) décès inexpliqués ou plus dans la même semaine, parmi un groupe de personnes;V205nABtbi1;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;9;Deux (02) ou plusieurs personnes deviennent malades après avoir pris part aux funérailles, mariages, baptêmes ou tout autre regroupement.;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.7. Deux (02) ou plusieurs personnes deviennent malades après avoir pris part aux funérailles, mariages, baptêmes ou tout autre regroupement;ZPIdpv5EImR;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;10;La mort de plusieurs volailles et/ou autres animaux dans le même village/Aire faunique et dans la même semaine ou maladie de plusieurs animaux de retour de transhumance;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.8. La mort de plusieurs volailles et/ou autres animaux dans le même village/Aire faunique et dans la même semaine ou maladie de plusieurs animaux de retour de transhumance;byWnFdHHTlm;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;11;Deux (02) personnes ou plus issues du même milieu, présentant les mêmes signes nécessitants qu’elles soient alitées ou hospitalisées;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.9. Deux (02) personnes ou plus issues du même milieu, présentant les mêmes signes nécessitants qu’elles soient alitées ou hospitalisées;BjAcoTIZ49e;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;12;Décès ou maladies inexpliqués de plusieurs personnes d’une même concession ou d’une même communauté suite à la consommation d’aliments;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.10. Décès ou maladies inexpliqués de plusieurs personnes d’une même concession ou d’une même communauté suite à la consommation d’aliments;SAaQhJ2MGBN;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;13;La mort de plusieurs animaux, oiseaux et poissons quelques heures après consommation d’herbe et d’eau très proche d’un lieu de jardinage congénitales;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.11. La mort de plusieurs animaux, oiseaux et poissons quelques heures après consommation d’herbe et d’eau très proche d’un lieu de jardinage congénitales;e09mnVrP1lk;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;14;Tout évènement sanitaire créant une inquiétude ou une psychose dans la communauté;Surveillance basée sur les évènements;bpmE6dMM37h;;;8.2.12. Tout évènement sanitaire créant une inquiétude ou une psychose dans la communauté;XFllBPBDgcy;;;;;;;;;;;;;;
9;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;survevent;15;Code opération;Surveillance basée sur les évènements;bpmE6dMM37h;;;Code Opération;QEpj5yfYAej;oui;;;;;;;;;;;;;
