ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_programName;dhis_programId;dhis_programEnrolmentDate;dhis_programIncidentDate;dhis_programOrgUnitCode;dhis_attributName;dhis_attributId;dhis_programStageName;dhis_programStageId;dhis_programStageOrgUnitCode;dhis_programStageEventDate;dhis_programStageDataElementName;dhis_programStageDataElementId;dhis_programMasterName;dhis_programMasterId;dhis_attributValueUniqueName;dhis_attributValueUniqueId;dhis_dataElementValueUniqueName;dhis_dataElementValueUniqueId;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;9;La femme a-t-elle une fievre et des frissions ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.60.La femme a-t-elle une fievre et des frissions ?;swuarpffztN;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;10;La femme a-t-elle des maux de tete ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.61.La femme a-t-elle des maux de tete ?;ZOXgsEasDOQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;11;La femme a-t-elle des convulsions ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.62.La femme a-t-elle des convulsions ?;Jm8R5RhTt5l;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;12;La femme a-t-elle des douleurs pelviennes ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.63.La femme a-t-elle des douleurs pelviennes ?;UCVSlTno5VG;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;13;Quantité de fer acide follique distribuée;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.64.Quantité de fer acide follique distribuée;fX6kmt9LO90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;14;Distribution de TPI;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.65.Distribution de TPI;rZmtcxLDfWW;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;180d137d-378e-4fb5-932c-4bee3ef9495b;GROSSESSE SUIVI;grosssuivi;15;Code operation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;1;Code ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;orgUnitCode;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;2;code personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;3;Date de la visite d'orientation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.46.Date de la visite d'orientation;CSeWdtwJEZO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;4;Date de visite;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;eventDate;30.47.Date de visite;oQBBWyEiKl6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;5;Issue (motif) de fin de grossesse;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.48.Issue (motif) de fin de grossesse;GKhjEMbkH5P;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;6;L'enfant est-il en vie?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.49.L'enfant est-il en vie?;wCcF1iRd7YS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;7;La maman est-elle en vie?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.50.La maman est-elle en vie?;UXsCKmi01Ff;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;8;Date accouchement;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.51.Date accouchement;SMt9AeAvaAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;9;Téléphone du parent ou du tuteur;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.52.Téléphone du parent ou du tuteur;bCDtKVObuQ9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;10;Est-ce que l’enfant est déjà déclaré ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.53.Est-ce que l’enfant est déjà déclaré ?;NOwsaUfddHv;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;11;Date de décès de la mère;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.54.Date de décès de la mère;dS1oxQE9QqR;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;12;Date décès de l'enfant;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.55.Date décès de l'enfant;WmnIdp7OJ7Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4774d0b1-ee9b-49c3-9845-fee541b466b2;GROSSESSE ISSUE;grossissue;13;Code operation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;VISITE SOINS DU NOUVEAU NE;snne;1;Code ASBC;Registre NOUVEAU NE;Cl2h4aptwQV;;;oui;;;Suivi NOUVEAU NE;rKB7w98cbXo;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;VISITE SOINS DU NOUVEAU NE;snne;2;code personne;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;;;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;3;Age personne;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.43.Age en jour;CL3xAAYTmhO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;4;Date de visite;Registre NOUVEAU NE;Cl2h4aptwQV;oui;oui;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;oui;30.47.Date de visite;oQBBWyEiKl6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;5;Jour de visite;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.76.Nombre de jour de visite;iKNHSpICMd9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;6;Le lieu de naissance du bébé;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.67.Le lieu de naissance du bébé;nxv6O1cvfSf;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;7;L'enfant est-il de faible poids ?;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.68.L'enfant est-il de faible poids ?;HPYDQTTBOTM;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;8;Quel est le poids de l'enfant?;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.69.Quel est le poids de l'enfant?;QkhPMpckOQg;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;9;**Voulez-vous effectuer une visite recommandée par le CSPS ?**;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.71. Voulez-vous effectuer une visite recommandée par le CSPS ?;p6N1mcXp88S;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;10;Avez-vous suivi les recommandations / conseils de l'ICP ?;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Avez-vous suivi les recommandations / conseils de l'ICP ?;iBR16w6ugqn;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;11;Incapable de téter depuis la naissance, ou a cessé de bien téter;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Incapable de téter depuis la naissance, ou a cessé de bien téter;m0N8sfDdZhH;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;12;Convulse ou fait des crises depuis la naissance;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Convulse ou fait des crises depuis la naissance;XH8fcqCyu21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;13;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Respiration rapide: 60 respirations ou plus par minute (en deux comptages);o4jUne3i5ql;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;14;Tirage sous-costal marqué ou intercostal;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Tirage sous-costal marqué ou intercostal;BjfQdRn2dbK;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;15;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire élevée: 37.5°C ou plus (remplacer par Corps chaud);hfC44xFBmdM;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;16;Température axillaire très basse: 35.4°C ou moins;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Température axillaire très basse: 35.4°C ou moins;Tt9wmpacwL5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;17;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Bouge uniquement après stimulation, ou ne bouge pas même après stimulation;wAeSL7cl8ES;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;18;Plante des pieds jaune;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Plante des pieds jaune;M39KUvMsWW7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;19;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Signes d’infection locale: ombilic rouge ou laissant couler du pus, pustules cutanées, ou écoulement de pus des yeux;Gvf30GIhZIx;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;20;Autres problèmes;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;30.37.Autres problèmes;IYR6Y1t38V1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;98c21ad7-c5c6-4ef1-8127-1003b0c86dd9;SOINS DU NOUVEAU NE;snne;21;Code opération;Registre NOUVEAU NE;Cl2h4aptwQV;;;;;;Suivi NOUVEAU NE;rKB7w98cbXo;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;1;Code ASBC;Gestion des Gaspa;kbmpH4q6sVE;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;2;Code Opération de planification;Gestion des Gaspa;kbmpH4q6sVE;;;;Code de la planification;MRXzjjr4IHZ;;;;;;;Gestion des Gaspa;kbmpH4q6sVE;Code de la planification;MRXzjjr4IHZ;;;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;3;Date Opération;Gestion des Gaspa;kbmpH4q6sVE;oui;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;4;Code Mois de la GASPA planifié;Gestion des Gaspa;kbmpH4q6sVE;;;;Mois de la GASPA planifié;qAj8agtQmEU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;5;Code Etat de la femme;Gestion des Gaspa;kbmpH4q6sVE;;;;Etat de la femme;zpSuU5WgJoL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;6;Code Groupe affectation;Gestion des Gaspa;kbmpH4q6sVE;;;;Groupe GASPA;j7gpuhI432A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;90a62800-2889-4909-a452-f535e90d6d9b;PLANIFICATION GASPA;planigaspa;7;Nombre membre du groupe;Gestion des Gaspa;kbmpH4q6sVE;;;;Nombre membre du groupe;m8gr5q2aM8e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;9122d82a-3207-4001-9955-89802efec06c;REALISATION DE GASPA;realgaspa;1;Code ASBC;Gestion des Gaspa;kbmpH4q6sVE;;;;;;Réalisation GASPA;y0AUSS3m84Y;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;9122d82a-3207-4001-9955-89802efec06c;REALISATION DE GASPA;realgaspa;2;Code Opération de planification;Gestion des Gaspa;kbmpH4q6sVE;;;;;;Réalisation GASPA;y0AUSS3m84Y;;;Code Opération de planification;THYNeUef34n;Gestion des Gaspa;kbmpH4q6sVE;Code de la planification;MRXzjjr4IHZ;Code Opération de planification;THYNeUef34n;;;;;;;;;;;;;;;;;;;;;;
9;9122d82a-3207-4001-9955-89802efec06c;REALISATION DE GASPA;realgaspa;3;Date Opération;Gestion des Gaspa;kbmpH4q6sVE;;;;;;Réalisation GASPA;y0AUSS3m84Y;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;9122d82a-3207-4001-9955-89802efec06c;REALISATION DE GASPA;realgaspa;7;Nombre de personnes présentes;Gestion des Gaspa;kbmpH4q6sVE;;;;;;Réalisation GASPA;y0AUSS3m84Y;;;Nombre de personnes présentes;l8yPx23u7vz;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;f1cbef9f-e490-4909-b020-57e1e2e8aead;ENROLLEMENT GASPA;enrogaspa;1;Code ASBC;Enrôlement GASPA;J7AnuSH6oUu;;;oui;;;Enrôlement femme;h5Xp7sRsLzs;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;f1cbef9f-e490-4909-b020-57e1e2e8aead;ENROLLEMENT GASPA;enrogaspa;2;Code Personne;Enrôlement GASPA;J7AnuSH6oUu;;;;;;Enrôlement femme;h5Xp7sRsLzs;;;30.2.Code personne;JYoSCoz2VRf;;;;;30.2.Code personne;JYoSCoz2VRf;;;;;;;;;;;;;;;;;;;;;;
10;f1cbef9f-e490-4909-b020-57e1e2e8aead;ENROLLEMENT GASPA;enrogaspa;3;Code Opération;Enrôlement GASPA;J7AnuSH6oUu;;;;Code Opération;g2gy1LlEUJL;Enrôlement femme;h5Xp7sRsLzs;;;;;Enrôlement GASPA;J7AnuSH6oUu;Code Opération;g2gy1LlEUJL;;;;;;;;;;;;;;;;;;;;;;;;
10;f1cbef9f-e490-4909-b020-57e1e2e8aead;ENROLLEMENT GASPA;enrogaspa;4;Date enrôlement GASPA;Enrôlement GASPA;J7AnuSH6oUu;oui;oui;;;;Enrôlement femme;h5Xp7sRsLzs;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;f1cbef9f-e490-4909-b020-57e1e2e8aead;ENROLLEMENT GASPA;enrogaspa;5;Code Etat de la femme;Enrôlement GASPA;J7AnuSH6oUu;;;;Etat de la femme;zpSuU5WgJoL;Enrôlement femme;h5Xp7sRsLzs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;f1cbef9f-e490-4909-b020-57e1e2e8aead;ENROLLEMENT GASPA;enrogaspa;6;Code Groupe affectation;Enrôlement GASPA;J7AnuSH6oUu;;;;Groupe GASPA;j7gpuhI432A;Enrôlement femme;h5Xp7sRsLzs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
