ordreExecution;rapidpro_flowUuid;rapidpro_flowName;rapidpro_declancheur;rapidpro_position;rapidpro_name;dhis_programName;dhis_programId;dhis_programEnrolmentDate;dhis_programIncidentDate;dhis_programOrgUnitCode;dhis_attributName;dhis_attributId;dhis_programStageName;dhis_programStageId;dhis_programStageOrgUnitCode;dhis_programStageEventDate;dhis_programStageDataElementName;dhis_programStageDataElementId;dhis_programMasterName;dhis_programMasterId;dhis_attributValueUniqueName;dhis_attributValueUniqueId;dhis_dataElementValueUniqueName;dhis_dataElementValueUniqueId;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;1;Code ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;oui;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;2;code personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;3;Age personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.44.Age en annees;OA9Df9MHvrw;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;4;Date de visite;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;oui;30.47.Date de visite;oQBBWyEiKl6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;5;Date de début de la grossesse estimée par le CSPS;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.56.Date de début de la grossesse estimée par le CSPS;NdCKHuabxuy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;6;Nombre de semaines de grossesse estimée par le CSPS;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.57.Nombre de semaines de grossesse estimée par le CSPS;H7TO08Sk4Um;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;7;Etes-vous allée au SPN après la dernière visite?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.58.Etes-vous allée au SPN après la dernière visite?;L9FwvDey8xl;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;8;La femme a-t-elle des saignements ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.59.La femme a-t-elle des saignements ?;IjKUXkTasdS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;9;La femme a-t-elle une fievre et des frissions ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.60.La femme a-t-elle une fievre et des frissions ?;swuarpffztN;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;10;La femme a-t-elle des maux de tete ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.61.La femme a-t-elle des maux de tete ?;ZOXgsEasDOQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;11;La femme a-t-elle des convulsions ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.62.La femme a-t-elle des convulsions ?;Jm8R5RhTt5l;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;12;La femme a-t-elle des douleurs pelviennes ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.63.La femme a-t-elle des douleurs pelviennes ?;UCVSlTno5VG;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;13;Quantité de fer acide follique distribuée;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.64.Quantité de fer acide follique distribuée;fX6kmt9LO90;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;14;Distribution de TPI;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;30.65.Distribution de TPI;rZmtcxLDfWW;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grosssuivi;15;Code operation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Suivi Grossesse;BBaZrCovout;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;1;Code ASBC;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;orgUnitCode;;30.1.Code ASBC;tJEGAbo90wB;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;2;code personne;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.2.Code personne;JYoSCoz2VRf;Registre PRISE EN CHARGE;kFjVC6CTFrK;Code personne;vadegRbcklv;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;3;Date de la visite d'orientation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.46.Date de la visite d'orientation;CSeWdtwJEZO;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;4;Date de visite;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;eventDate;30.47.Date de visite;oQBBWyEiKl6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;5;Issue (motif) de fin de grossesse;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.48.Issue (motif) de fin de grossesse;GKhjEMbkH5P;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;6;L'enfant est-il en vie?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.49.L'enfant est-il en vie?;wCcF1iRd7YS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;7;La maman est-elle en vie?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.50.La maman est-elle en vie?;UXsCKmi01Ff;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;8;Date accouchement;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.51.Date accouchement;SMt9AeAvaAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;9;Téléphone du parent ou du tuteur;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.52.Téléphone du parent ou du tuteur;bCDtKVObuQ9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;10;Est-ce que l’enfant est déjà déclaré ?;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.53.Est-ce que l’enfant est déjà déclaré ?;NOwsaUfddHv;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;11;Date de décès de la mère;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.54.Date de décès de la mère;dS1oxQE9QqR;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;12;Date décès de l'enfant;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;30.55.Date décès de l'enfant;WmnIdp7OJ7Q;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;88239964-dce6-4c3e-a083-dd0c4e2504a6;ACTIVITES ASBC;grossissue;13;Code operation;Registre Femme Enceinte;lkMR7ZVWWoU;;;;;;Issue de Grossesse;SLBhdUuUids;;;Code Opération;QEpj5yfYAej;;;;;Code Opération;QEpj5yfYAej;;;;;;;;;;;;;;;;;;;;;;
